id,predicted
1191221,97 6 8
1191228,65 58 34
1191236,41 24 5
1191281,34 44 65
1191340,15 2 16
1191358,49 2 4
1191386,56 57 3
1191471,65 58 59
1191503,2 0 23
1191576,58 65 59
1191675,41 88 83
1191739,74 24 5
1191774,37 39 54
1191829,43 48 36
1191886,81 22 97
1191887,86 7 24
1191963,43 12 48
1192007,49 30 26
1192109,50 2 55
1192145,25 26 44
1192291,99 64 51
1192336,66 31 44
1192377,93 41 37
1192393,29 97 68
1192514,2 38 97
1192515,26 25 49
1192525,57 3 56
1192531,91 54 99
1192626,56 57 88
1192669,91 54 85
1192686,83 35 41
1192740,61 40 32
1192801,2 0 47
1192806,46 40 47
1192850,5 24 41
1192876,39 47 22
1192879,61 40 42
1193141,15 80 30
1193202,86 37 24
1193205,38 45 94
1193306,88 89 53
1193427,53 54 41
1193444,1 39 31
1193596,0 67 2
1193656,59 65 58
1193691,88 89 92
1193733,34 44 1
1193751,58 65 59
1193917,64 51 82
1193936,79 73 75
1193959,10 41 40
1194080,5 41 24
1194166,11 46 5
1194201,41 5 24
1194362,49 12 42
1194469,75 71 79
1194497,67 65 0
1194673,35 83 56
1194725,12 42 2
1194829,73 76 79
1194853,47 55 63
1194942,23 2 67
1195099,37 74 8
1195154,1 93 102
1195203,81 45 18
1195212,38 49 66
1195331,49 26 55
1195354,51 64 80
1195546,33 46 32
1195653,23 2 65
1195704,43 13 40
1195747,19 97 20
1195869,5 67 0
1195889,35 83 85
1195925,87 92 101
1195990,42 12 40
1196051,44 1 31
1196070,63 19 55
1196077,35 83 93
1196095,42 12 43
1196486,2 0 74
1196525,64 51 82
1196586,27 28 65
1196642,61 40 9
1196667,43 34 65
1196671,86 37 97
1196687,97 86 8
1196692,45 83 81
1196745,36 46 40
1196771,65 58 24
1196777,44 51 80
1196812,34 44 93
1196823,86 24 74
1196861,93 83 41
1196937,27 28 49
1197027,46 40 97
1197051,2 47 30
1197056,85 20 16
1197058,49 76 4
1197256,73 76 5
1197263,51 64 82
1197373,29 74 68
1197384,13 83 41
1197400,35 83 34
1197609,65 58 59
1197801,20 21 19
1197819,69 3 41
1197950,17 18 40
1198030,97 24 5
1198149,24 5 86
1198159,13 43 34
1198215,80 41 95
1198224,56 57 88
1198255,63 1 39
1198271,0 67 2
1198338,97 40 5
1198435,53 54 89
1198476,56 83 67
1198497,2 80 0
1198618,45 81 52
1198631,49 86 97
1198679,21 97 17
1198748,70 64 97
1198778,14 88 20
1198944,21 20 19
1198962,55 18 32
1199195,12 40 42
1199234,26 24 84
1199275,81 52 2
1199284,83 35 67
1199413,0 2 67
1199544,22 15 2
1199592,73 89 83
1199612,52 45 31
1199667,37 39 21
1199708,78 74 44
1199753,40 42 46
1199797,98 5 86
1200014,97 5 65
1200081,35 83 56
1200304,91 54 13
1200326,38 5 94
1200382,42 12 2
1200436,85 66 83
1200469,34 43 35
1200490,6 97 29
1200563,12 42 6
1200607,79 75 73
1200775,41 24 5
1200776,0 67 5
1200792,75 71 79
1200915,40 46 42
1200995,102 3 101
1201031,83 65 67
1201073,51 64 80
1201140,41 24 5
1201165,70 43 65
1201189,2 46 40
1201249,3 57 100
1201352,2 0 47
1201422,45 1 42
1201567,50 16 2
1201603,10 41 16
1201632,20 97 21
1201663,50 16 42
1201687,32 30 33
1201690,19 18 15
1201772,41 24 5
1201777,97 86 7
1201870,11 46 32
1201914,42 16 10
1202042,94 1 38
1202055,49 76 4
1202096,2 98 51
1202246,59 65 58
1202270,2 101 88
1202285,37 39 41
1202298,2 80 31
1202316,3 97 88
1202492,30 68 47
1202518,5 41 0
1202582,40 46 61
1202621,51 64 82
1202658,43 65 98
1202788,50 30 16
1202815,51 64 82
1202943,72 71 6
1203192,69 3 59
1203236,52 45 1
1203320,86 7 24
1203321,38 95 64
1203387,37 86 40
1203395,40 46 42
1203484,93 39 83
1203716,51 64 82
1203787,70 85 43
1203871,97 46 40
1203914,97 65 86
1203936,72 15 6
1203990,53 54 41
1204214,90 51 101
1204248,20 2 0
1204258,39 1 63
1204321,62 93 56
1204329,9 15 11
1204330,41 24 5
1204524,65 58 59
1204557,67 0 97
1204572,33 40 7
1204573,52 1 31
1204712,75 79 68
1204751,24 41 5
1204822,54 41 53
1204924,89 91 54
1204959,83 56 35
1204961,41 24 82
1205050,23 2 96
1205069,101 99 13
1205084,21 37 17
1205089,45 39 54
1205185,57 3 56
1205197,93 41 56
1205214,0 67 2
1205357,18 33 81
1205439,75 48 68
1205519,10 41 45
1205587,83 16 41
1205620,58 65 59
1205631,4 33 97
1205661,59 65 2
1205737,102 3 23
1205898,89 88 91
1206003,97 40 65
1206068,86 74 24
1206140,20 21 18
1206171,23 2 52
1206280,88 89 83
1206358,87 101 92
1206365,88 54 53
1206399,95 88 80
1206512,42 36 75
1206590,82 95 94
1206855,97 8 6
1206860,5 0 97
1206965,62 93 83
1207030,37 30 74
1207056,97 65 40
1207106,23 2 80
1207116,97 40 2
1207436,35 83 56
1207532,18 19 23
1207533,102 101 13
1207624,23 2 65
1207652,51 82 64
1207687,42 12 85
1207703,1 100 31
1207745,81 94 54
1207775,63 77 81
1207789,80 23 95
1207825,23 2 0
1207900,15 16 10
1207921,5 74 24
1207970,47 9 12
1208030,37 74 2
1208090,70 83 60
1208112,101 102 54
1208234,49 55 12
1208243,85 16 66
1208370,3 1 52
1208417,33 40 72
1208529,38 57 56
1208648,82 95 51
1208684,79 71 2
1208821,65 58 91
1209031,95 80 51
1209058,70 91 43
1209115,97 98 0
1209203,80 95 2
1209312,41 24 5
1209409,97 40 46
1209703,68 30 29
1209736,91 89 54
1209765,37 41 53
1209783,101 53 54
1209843,46 40 43
1209864,39 37 63
1209931,16 15 2
1209956,102 41 24
1210011,94 95 99
1210012,64 51 82
1210039,29 71 11
1210104,2 80 15
1210169,98 97 86
1210237,45 52 81
1210282,5 86 67
1210296,47 68 48
1210339,4 33 42
1210486,83 35 3
1210503,46 40 11
1210702,36 12 97
1211045,73 40 76
1211110,12 92 42
1211285,93 41 66
1211494,70 5 97
1211514,56 57 93
1211601,82 95 51
1211621,30 32 47
1211668,97 5 24
1211787,83 35 3
1211919,88 42 89
1211941,63 47 18
1212136,1 31 44
1212165,43 11 102
1212214,34 65 44
1212313,23 2 88
1212419,86 7 98
1212440,93 41 62
1212471,64 51 82
1212500,40 2 46
1212511,97 68 5
1212656,60 85 78
1212740,57 56 3
1212796,65 58 59
1212956,42 12 16
1212959,88 94 95
1212998,86 37 24
1213294,42 12 46
1213325,53 54 89
1213341,80 95 82
1213369,49 86 50
1213436,53 54 41
1213439,0 67 5
1213656,100 61 64
1213698,87 82 13
1213715,73 5 67
1213723,42 61 40
1213777,23 2 0
1213800,15 16 20
1213803,101 64 87
1213999,56 57 83
1214041,41 24 5
1214154,43 10 36
1214207,37 39 41
1214257,13 14 56
1214286,58 65 44
1214360,86 97 6
1214361,4 71 33
1214374,53 54 41
1214389,42 61 40
1214440,65 58 41
1214449,32 30 47
1214466,39 37 1
1214697,30 32 33
1214701,23 2 96
1214719,52 54 64
1214814,51 64 82
1215040,97 5 65
1215285,93 31 83
1215310,1 45 31
1215349,84 9 17
1215374,44 82 95
1215417,10 40 41
1215448,49 26 98
1215451,86 98 3
1215505,82 95 83
1215516,40 46 2
1215521,33 6 32
1215761,63 77 2
1215763,43 65 40
1215889,29 75 71
1216045,18 19 63
1216165,42 40 12
1216241,56 57 41
1216310,71 4 33
1216355,63 39 22
1216455,51 95 64
1216637,36 9 11
1216664,9 11 71
1216729,79 73 75
1216794,86 97 7
1216909,95 65 58
1217012,100 1 31
1217130,2 15 59
1217134,34 51 35
1217183,68 30 49
1217207,42 12 98
1217431,19 15 63
1217481,25 26 8
1217483,50 16 2
1217541,68 30 47
1217548,39 41 93
1217587,56 57 3
1217593,33 6 7
1217642,18 55 50
1217662,74 24 0
1217680,15 19 5
1217872,93 41 56
1217923,35 83 41
1217955,94 1 44
1218047,93 41 83
1218072,21 17 20
1218078,42 12 40
1218123,93 41 69
1218153,44 34 1
1218203,58 65 59
1218211,18 83 41
1218256,98 24 86
1218268,47 46 32
1218389,48 43 11
1218472,88 49 47
1218494,91 89 3
1218547,44 35 31
1218592,64 51 82
1218645,8 24 97
1218650,37 56 74
1218703,66 54 94
1218819,83 35 93
1218829,64 2 16
1218832,83 89 41
1218849,99 64 91
1218893,42 12 85
1218937,64 38 1
1218941,93 41 66
1219063,97 8 40
1219184,41 89 35
1219239,50 55 16
1219270,9 36 11
1219295,53 54 41
1219330,3 44 66
1219339,97 65 5
1219341,41 57 3
1219343,1 31 45
1219442,2 0 67
1219589,42 40 61
1219639,27 28 42
1219839,3 57 54
1219905,102 99 101
1219921,48 36 11
1219962,34 41 35
1220022,93 66 41
1220063,91 89 88
1220071,83 35 93
1220137,15 16 2
1220159,74 24 2
1220161,93 41 66
1220219,75 71 6
1220260,81 31 45
1220503,56 57 38
1220584,88 95 41
1220639,37 86 89
1220848,35 83 82
1220930,100 64 99
1220944,59 65 58
1221061,1 66 90
1221105,0 67 5
1221167,86 3 24
1221204,22 63 47
1221239,32 33 98
1221260,41 24 83
1221269,93 66 41
1221345,67 0 2
1221434,32 55 30
1221519,24 41 5
1221716,64 51 82
1221794,40 42 97
1221812,81 97 52
1221957,51 64 82
1221970,34 43 51
1221971,97 41 65
1222008,40 46 48
1222047,2 0 15
1222264,38 57 101
1222308,49 30 4
1222319,66 56 93
1222400,93 41 37
1222417,12 2 51
1222553,83 35 41
1222554,19 18 97
1222601,12 42 6
1222654,80 51 64
1222720,38 95 83
1222763,97 5 0
1222946,41 24 83
1222961,23 2 64
1223039,67 8 0
1223158,98 24 5
1223170,2 41 0
1223204,94 82 95
1223258,50 15 23
1223311,13 34 87
1223316,97 65 24
1223373,97 5 65
1223394,24 5 41
1223402,58 65 59
1223509,54 65 64
1223686,54 53 41
1223763,8 0 97
1224073,71 4 2
1224231,32 27 55
1224245,80 95 94
1224254,50 88 64
1224323,10 66 31
1224389,15 2 0
1224426,1 44 66
1224502,29 40 97
1224580,82 95 64
1224828,7 86 15
1224986,9 74 79
1224988,35 83 41
1225021,6 97 29
1225211,53 54 41
1225291,75 29 68
1225294,86 6 97
1225317,9 12 15
1225330,63 19 65
1225357,71 72 79
1225500,73 76 79
1225581,31 1 44
1225598,93 41 24
1225676,65 2 5
1225686,88 89 65
1225828,44 66 34
1225842,100 64 45
1225986,50 15 55
1226141,83 35 56
1226219,89 67 88
1226283,44 34 1
1226312,27 28 72
1226339,83 44 82
1226369,68 6 97
1226378,89 88 91
1226478,93 66 44
1226637,64 51 82
1226713,34 65 58
1226745,59 65 58
1226825,100 1 64
1226987,40 10 45
1227047,86 37 74
1227121,79 0 71
1227183,9 27 71
1227203,56 57 93
1227246,40 46 88
1227306,29 30 97
1227313,35 83 78
1227317,86 98 6
1227361,49 26 98
1227448,93 41 23
1227562,97 74 0
1227565,58 65 59
1227651,40 46 97
1227754,20 15 16
1227759,4 72 33
1228056,42 64 16
1228083,80 2 95
1228276,20 15 21
1228278,65 58 88
1228361,2 0 1
1228457,91 89 54
1228627,55 50 97
1228675,13 102 99
1228812,55 98 49
1228853,46 11 47
1228866,42 12 62
1228924,65 58 59
1228975,26 25 84
1228986,93 41 83
1229081,91 54 89
1229091,39 41 45
1229106,10 41 83
1229174,13 91 14
1229221,91 54 41
1229230,79 73 75
1229342,80 51 64
1229348,91 54 13
1229361,10 41 40
1229451,63 19 47
1229452,67 0 65
1229513,83 35 41
1229550,83 35 41
1229672,9 36 11
1229690,42 12 16
1229769,93 66 83
1229797,35 83 82
1229800,28 27 49
1229905,97 5 40
1229929,98 5 24
1230166,102 51 83
1230195,69 3 41
1230252,1 31 80
1230261,67 0 65
1230266,94 96 38
1230289,0 67 35
1230343,86 6 65
1230383,65 58 34
1230398,84 0 26
1230436,97 5 40
1230446,82 95 64
1230448,75 71 29
1230524,5 98 24
1230617,71 4 77
1230635,18 19 79
1230765,34 66 44
1230792,49 32 47
1230807,93 66 37
1230855,92 82 95
1230908,61 40 36
1230951,32 18 46
1230989,74 24 86
1230993,46 60 8
1231136,56 57 41
1231250,18 19 81
1231346,15 2 63
1231358,80 2 95
1231388,71 77 33
1231418,4 33 71
1231519,4 72 71
1231619,62 41 24
1231692,56 57 3
1231713,31 1 66
1231866,83 35 41
1231889,65 58 59
1231953,66 1 34
1232095,18 17 19
1232113,58 65 101
1232118,93 41 83
1232126,55 15 32
1232171,49 26 27
1232227,42 12 79
1232265,1 31 78
1232319,44 0 50
1232334,19 15 18
1232355,93 41 69
1232440,82 95 94
1232505,18 19 81
1232552,50 16 15
1232629,83 89 41
1232879,79 2 75
1232903,3 52 65
1232947,85 83 36
1233060,46 9 36
1233064,101 54 87
1233142,47 36 63
1233369,47 63 1
1233409,68 47 29
1233532,43 12 36
1233550,91 54 89
1233677,88 89 92
1234007,23 2 80
1234336,51 64 99
1234374,47 15 2
1234417,1 94 66
1234508,93 41 57
1234572,85 35 42
1234601,6 2 97
1234626,63 47 39
1234635,20 44 16
1234775,15 16 2
1234804,54 53 89
1234843,51 64 82
1234851,50 99 64
1234907,57 3 56
1234986,13 87 34
1235016,52 97 1
1235156,19 17 83
1235165,39 30 6
1235272,2 0 23
1235287,95 96 51
1235504,2 0 23
1235556,58 65 59
1235603,85 42 44
1235664,28 16 18
1235748,97 65 40
1235766,58 65 59
1235877,70 12 48
1235967,94 95 1
1236009,86 24 5
1236014,23 2 80
1236101,45 52 100
1236115,88 89 54
1236185,62 93 56
1236225,50 15 55
1236279,42 12 85
1236402,58 65 34
1236475,17 21 54
1236506,2 50 0
1236731,24 5 41
1236769,78 74 37
1236808,38 55 45
1236952,53 54 89
1237097,97 5 24
1237173,38 55 94
1237182,86 97 30
1237211,30 32 33
1237294,98 43 24
1237332,23 2 89
1237415,27 28 72
1237605,83 41 35
1237606,4 33 49
1237610,9 46 78
1237622,64 51 80
1237672,50 16 64
1237709,49 55 30
1237726,88 89 94
1237780,40 46 97
1237911,61 40 42
1237949,79 71 75
1238187,33 7 40
1238403,80 58 82
1238472,93 41 83
1238514,80 2 95
1238660,73 76 74
1238673,86 74 24
1238808,39 37 45
1238882,35 83 34
1238942,4 71 33
1238978,24 41 5
1239090,97 5 40
1239200,87 92 95
1239379,52 54 45
1239548,97 24 2
1239584,50 33 2
1239710,44 1 66
1239817,0 94 2
1239889,91 89 54
1239956,38 80 57
1240089,5 24 41
1240098,100 78 95
1240133,65 58 59
1240151,48 98 16
1240180,82 95 51
1240323,12 51 2
1240355,83 35 41
1240381,1 31 94
1240415,21 20 17
1240430,95 80 64
1240523,31 1 66
1240662,65 58 3
1240667,41 53 54
1240735,6 33 41
1240765,68 30 97
1240796,93 66 41
1240807,40 33 97
1240903,79 71 73
1240904,55 98 47
1240990,3 65 94
1241007,0 67 2
1241179,93 41 66
1241258,87 101 13
1241263,21 20 19
1241310,68 30 29
1241345,59 65 2
1241414,73 76 5
1241471,88 94 99
1241519,56 57 102
1241534,5 41 24
1241544,62 96 57
1241574,30 5 33
1241743,70 5 17
1241853,60 26 8
1241917,56 88 57
1242045,10 40 46
1242084,49 97 32
1242115,34 66 44
1242195,35 83 56
1242298,21 17 20
1242329,93 41 83
1242507,81 18 39
1242634,37 39 47
1242651,47 30 63
1242659,100 78 95
1242766,47 63 2
1242781,36 33 42
1242800,63 71 47
1242833,9 27 47
1242965,93 66 41
1242994,63 47 79
1243068,2 46 33
1243128,1 34 31
1243206,4 33 3
1243296,45 39 81
1243297,80 64 95
1243351,56 57 47
1243415,56 57 83
1243634,99 88 94
1243658,7 3 86
1243683,58 65 41
1243727,44 35 83
1243822,65 88 58
1243850,83 35 67
1244180,80 2 95
1244231,5 24 39
1244308,36 11 43
1244314,38 94 56
1244409,89 88 98
1244452,89 88 41
1244460,50 55 49
1244493,33 94 46
1244523,49 30 38
1244568,9 15 75
1244805,93 83 62
1244817,45 83 39
1244819,100 1 52
1244871,38 80 57
1244940,54 53 90
1244958,61 40 32
1245030,102 100 23
1245109,5 0 41
1245125,33 88 23
1245154,102 38 56
1245263,95 80 97
1245387,41 3 37
1245442,83 35 2
1245500,57 3 56
1245639,59 65 58
1245654,42 61 12
1245658,7 86 33
1245696,73 76 79
1245720,11 46 9
1245839,27 80 69
1245879,49 26 30
1245920,10 16 40
1245954,23 2 50
1246073,35 83 41
1246127,27 28 49
1246178,84 0 100
1246209,83 35 67
1246315,12 65 47
1246326,2 0 23
1246535,80 95 38
1246554,37 39 47
1246607,41 24 5
1246753,53 54 41
1246789,87 13 95
1246841,83 35 41
1246910,0 67 2
1247043,83 35 57
1247194,93 41 83
1247201,52 45 10
1247219,10 66 12
1247253,37 39 41
1247281,76 77 74
1247532,91 89 54
1247566,83 35 88
1247671,10 40 14
1247698,40 46 61
1247731,91 54 70
1247802,18 94 20
1247872,41 24 67
1247982,7 86 74
1248027,34 1 44
1248313,91 54 88
1248336,55 50 21
1248484,42 12 28
1248566,58 65 59
1248614,49 4 26
1248715,38 80 77
1248720,53 54 41
1248734,51 64 82
1248867,13 56 91
1248908,93 44 66
1248969,2 80 94
1248991,1 31 44
1249023,17 21 18
1249033,71 33 4
1249123,35 83 89
1249145,93 41 37
1249218,67 0 2
1249253,82 95 64
1249367,63 47 71
1249450,0 67 2
1249481,65 58 51
1249636,79 73 75
1249645,41 83 89
1249677,51 64 61
1249706,18 39 81
1249759,63 47 39
1249801,93 41 62
1249827,53 54 89
1250033,37 41 21
1250124,58 65 94
1250174,63 2 26
1250217,34 59 65
1250238,56 57 41
1250332,80 2 83
1250334,79 73 75
1250376,38 66 93
1250594,25 8 26
1250668,42 12 85
1250805,78 0 1
1250808,48 70 36
1250952,86 24 74
1250958,33 42 30
1251017,42 35 12
1251087,44 34 66
1251138,74 24 98
1251224,23 2 102
1251247,42 16 64
1251408,49 97 50
1251434,12 6 42
1251497,51 64 82
1251597,97 8 5
1251602,97 65 5
1251656,47 46 40
1251704,42 88 12
1251937,97 30 24
1251959,23 2 0
1251983,42 61 40
1252024,21 37 39
1252063,42 40 46
1252126,7 86 74
1252210,13 89 92
1252257,2 6 0
1252286,100 31 1
1252355,87 92 101
1252400,0 2 67
1252403,6 0 2
1252457,40 46 2
1252470,69 3 56
1252573,42 40 12
1252724,74 5 24
1252762,50 49 26
1252785,71 77 26
1252891,1 42 31
1252937,49 37 55
1253016,97 0 2
1253058,48 55 12
1253290,56 57 47
1253426,72 4 71
1253497,93 41 66
1253511,56 57 89
1253602,78 76 73
1253736,60 46 51
1253879,34 65 35
1253886,77 72 71
1253891,62 57 65
1253912,65 58 34
1253945,86 7 6
1253949,28 16 27
1253966,87 13 101
1254242,18 81 19
1254258,97 65 2
1254290,10 66 1
1254291,97 68 65
1254292,35 83 57
1254396,25 26 8
1254398,86 5 7
1254437,38 57 56
1254468,22 15 39
1254593,2 15 0
1254652,2 0 23
1254736,20 18 39
1254893,79 75 73
1254961,93 62 41
1255147,102 101 12
1255165,64 51 99
1255176,39 37 74
1255280,47 63 68
1255286,5 41 97
1255333,38 94 80
1255403,15 16 2
1255416,24 5 41
1255604,48 98 92
1255822,53 54 89
1255987,40 2 97
1256362,41 5 24
1256437,4 71 72
1256473,50 88 15
1256534,88 16 89
1256572,92 101 87
1256665,9 36 79
1256676,87 92 13
1256820,51 64 82
1256948,73 76 74
1256970,83 41 89
1257021,68 47 30
1257079,42 12 2
1257136,102 89 12
1257169,23 2 67
1257226,73 37 76
1257360,87 41 44
1257368,94 95 44
1257410,6 97 98
1257547,7 86 97
1257661,77 76 72
1257670,83 93 41
1257728,64 51 99
1257731,43 11 36
1257961,2 80 23
1258096,93 44 41
1258113,94 66 2
1258270,41 24 5
1258272,38 80 57
1258333,68 29 97
1258361,24 41 5
1258441,83 35 56
1258467,97 8 0
1258583,57 3 38
1258585,83 35 41
1258607,80 2 95
1258703,43 98 65
1258769,65 58 59
1258893,27 28 9
1258945,0 98 6
1258978,10 40 46
1259207,35 83 67
1259285,14 88 13
1259316,3 57 52
1259529,56 57 41
1259624,65 58 34
1259669,41 24 56
1259690,53 54 89
1259748,53 41 101
1259782,97 46 40
1259791,43 36 46
1259831,15 2 16
1259834,8 97 25
1259875,53 88 41
1259997,3 65 41
1260185,41 24 89
1260228,93 83 41
1260233,18 17 19
1260276,59 65 2
1260303,39 1 44
1260324,45 78 83
1260325,64 51 82
1260512,3 57 88
1260523,82 95 51
1260583,60 85 73
1260594,37 39 41
1260625,53 54 41
1260666,8 97 67
1260775,23 2 30
1260964,8 97 25
1261028,93 41 66
1261175,86 98 6
1261219,80 64 51
1261271,75 71 79
1261306,65 58 44
1261354,86 37 24
1261360,93 83 66
1261369,20 97 19
1261431,46 89 94
1261619,88 35 89
1261628,79 75 73
1261653,41 24 5
1261746,35 83 56
1261793,42 12 85
1261795,93 41 66
1261814,102 101 83
1261835,41 24 93
1261920,58 65 41
1262002,30 33 22
1262007,30 32 47
1262030,51 64 99
1262072,83 35 62
1262205,59 65 58
1262281,24 41 83
1262286,48 98 46
1262296,94 88 95
1262370,82 95 94
1262391,3 52 97
1262522,88 57 95
1262578,53 41 54
1262640,11 32 50
1262654,95 80 82
1262793,91 54 99
1262799,74 24 5
1262841,11 46 32
1262982,63 47 35
1263317,5 98 97
1263422,25 65 97
1263432,53 54 41
1263442,58 65 44
1263481,46 40 42
1263521,11 46 60
1263585,79 78 2
1263604,50 2 15
1263612,86 98 5
1263775,43 48 98
1263876,102 83 41
1263880,86 41 24
1264116,30 25 33
1264258,41 89 93
1264421,89 88 41
1264521,51 64 82
1264533,27 28 9
1264595,78 79 65
1264632,83 35 44
1264921,42 40 61
1265008,42 16 12
1265071,42 40 2
1265180,1 31 44
1265271,93 83 80
1265362,72 71 9
1265407,91 70 13
1265416,58 65 59
1265437,87 42 95
1265560,0 67 2
1265577,94 66 2
1265584,34 44 1
1265713,72 4 28
1265740,101 90 41
1265866,35 83 65
1265890,58 65 34
1265905,98 24 26
1265942,41 5 24
1266130,93 97 41
1266148,83 2 89
1266150,83 35 57
1266231,102 41 13
1266234,57 56 3
1266271,37 92 39
1266362,7 86 24
1266386,38 102 57
1266469,21 17 20
1266622,44 1 34
1266679,94 82 95
1266690,49 86 30
1266725,56 57 41
1266763,48 92 36
1266979,6 97 33
1267379,91 54 89
1267386,51 64 82
1267467,55 97 65
1267552,24 5 41
1267643,86 98 7
1267730,45 52 1
1267987,88 15 17
1268020,32 30 33
1268310,42 12 5
1268359,65 58 41
1268409,46 2 40
1268493,37 39 21
1268634,37 39 54
1268662,56 57 41
1268911,18 19 17
1268939,31 1 66
1269080,35 83 41
1269082,24 41 5
1269116,48 97 98
1269124,50 15 2
1269177,53 54 89
1269317,55 30 32
1269537,18 80 47
1269588,70 35 83
1269609,83 35 57
1269750,95 80 94
1269825,44 1 34
1269869,53 54 90
1269908,47 63 22
1270047,83 35 89
1270052,99 87 64
1270056,7 86 5
1270093,38 2 80
1270165,17 80 21
1270239,93 41 24
1270260,89 88 91
1270306,65 58 59
1270387,69 3 102
1270498,49 32 55
1270499,34 44 66
1270550,93 41 83
1270591,76 77 73
1270701,12 49 42
1270800,26 63 25
1270824,94 88 95
1270885,50 47 2
1270886,93 41 83
1270923,56 57 41
1270986,55 5 47
1271006,34 57 1
1271015,5 41 0
1271082,50 55 60
1271161,29 6 68
1271195,7 86 41
1271259,43 12 70
1271267,38 12 4
1271327,2 80 83
1271393,97 65 40
1271489,66 41 88
1271507,57 56 3
1271535,100 64 1
1271544,98 24 67
1271652,87 101 92
1271733,67 0 2
1272119,39 37 22
1272156,98 24 86
1272159,58 65 59
1272217,37 56 89
1272278,73 76 79
1272405,4 2 72
1272413,91 54 14
1272581,7 86 98
1272798,79 73 75
1272839,98 5 49
1272991,88 67 0
1273009,41 24 5
1273039,51 64 82
1273123,93 41 24
1273124,74 24 5
1273147,83 23 35
1273249,93 41 66
1273353,41 54 53
1273449,44 66 1
1273517,50 47 2
1273529,22 39 81
1273687,97 86 65
1273850,22 63 12
1273976,79 73 76
1274107,82 51 64
1274133,44 0 31
1274255,101 54 31
1274282,65 58 59
1274320,83 41 35
1274376,33 72 32
1274524,47 55 68
1274557,9 42 47
1274571,42 40 12
1274639,56 57 3
1274674,93 44 83
1274718,7 41 86
1274885,80 95 15
1274887,63 47 39
1274913,10 40 3
1275073,4 29 71
1275117,67 0 2
1275164,42 86 88
1275264,18 19 81
1275288,2 0 79
1275296,102 101 38
1275349,39 37 21
1275511,37 74 39
1275546,93 41 83
1275559,50 55 64
1275694,67 0 2
1275707,49 30 4
1275797,32 47 30
1275811,43 12 36
1275837,97 40 19
1275922,47 68 37
1275965,62 83 93
1276068,10 54 41
1276161,49 28 30
1276291,67 88 0
1276326,58 65 59
1276344,83 93 56
1276492,1 66 31
1276634,42 61 85
1276776,15 2 50
1276780,40 42 61
1276942,86 7 97
1277025,4 33 30
1277094,49 39 37
1277098,45 38 1
1277169,82 95 64
1277217,75 71 79
1277219,57 3 44
1277264,70 22 12
1277317,53 54 89
1277365,102 96 23
1277477,65 58 59
1277483,15 50 2
1277581,35 83 82
1277598,56 57 47
1277674,44 94 31
1277806,97 8 40
1277984,20 21 23
1278014,87 41 92
1278061,53 54 90
1278136,47 68 37
1278190,56 57 41
1278284,3 41 97
1278295,54 53 90
1278307,86 37 24
1278419,56 57 99
1278428,41 24 5
1278479,73 76 30
1278485,45 81 52
1278522,23 2 96
1278640,53 54 41
1278641,51 64 80
1278661,1 31 52
1278741,39 37 19
1278815,5 97 67
1278830,94 99 1
1278833,0 67 2
1278861,63 47 19
1278944,18 19 20
1279198,97 58 46
1279254,37 39 86
1279255,40 46 42
1279332,42 16 62
1279371,47 37 39
1279372,18 19 98
1279406,34 66 44
1279477,37 41 39
1279551,53 54 89
1279695,99 64 87
1279713,77 76 71
1279761,7 86 98
1279839,49 39 47
1279938,83 35 89
1279939,97 5 65
1280049,15 18 17
1280099,58 65 44
1280223,66 44 1
1280253,4 72 33
1280337,51 64 82
1280361,26 25 80
1280397,66 31 16
1280536,74 24 5
1280568,70 5 100
1280600,93 41 83
1280694,47 46 30
1280712,24 41 89
1280744,23 2 0
1280763,12 42 65
1280775,91 89 54
1280933,7 86 24
1281020,50 2 49
1281064,37 88 101
1281072,91 54 53
1281231,15 2 16
1281280,19 20 18
1281349,5 98 0
1281423,38 57 80
1281481,97 6 65
1281500,93 83 66
1281547,67 0 2
1281596,19 63 20
1281607,79 73 8
1281668,10 41 40
1281671,62 93 16
1281678,51 64 80
1281680,63 47 1
1281688,86 37 67
1281751,100 1 52
1281753,97 40 46
1281771,23 2 67
1281821,19 15 20
1281827,100 1 64
1281837,86 24 7
1281891,85 52 35
1281901,3 102 97
1282074,86 6 98
1282193,2 23 80
1282386,102 95 101
1282397,42 12 40
1282399,93 41 66
1282604,24 5 0
1282616,41 24 97
1282651,40 41 24
1282681,83 54 89
1282776,40 75 29
1282910,91 89 54
1282974,24 41 5
1282999,49 32 27
1283054,1 100 31
1283334,44 1 66
1283381,41 67 93
1283461,12 42 34
1283551,70 43 5
1283557,46 40 43
1283573,22 39 63
1283634,38 2 57
1283677,33 40 72
1283727,42 12 16
1283732,44 1 66
1283766,42 61 12
1283767,0 2 67
1283781,49 39 41
1283788,93 41 66
1283841,8 97 74
1283849,95 80 82
1284036,63 1 47
1284077,35 83 41
1284084,5 24 97
1284097,47 68 2
1284309,97 8 0
1284325,86 24 74
1284371,79 71 73
1284451,33 49 4
1284666,93 41 83
1284716,2 59 73
1284844,4 77 76
1284873,8 97 25
1284891,82 94 95
1284944,28 16 27
1285070,56 80 83
1285126,23 2 93
1285162,68 47 30
1285197,51 80 64
1285225,18 17 98
1285270,80 95 2
1285307,12 2 51
1285546,42 40 12
1285553,100 42 1
1285557,35 83 88
1285663,10 36 13
